mesh name,corner1x,corner1y,corner1z,corner2x,corner2y,corner2z,corner3x,corner3y,corner3z,corner4x,corner4y,corner4z,corner5x,corner5y,corner5z,corner6x,corner6y,corner6z,corner7x,corner7y,corner7z,corner8x,corner8y,corner8z
m1308.ply,0.02570120058953762,0.02500000037252903,0.02500000037252903,0.9153349995613098,0.02500000037252903,0.02500000037252903,0.9153349995613098,0.25119099020957947,0.02500000037252903,0.02570120058953762,0.25119099020957947,0.02500000037252903,0.02570120058953762,0.02500000037252903,0.9750000238418579,0.9153349995613098,0.02500000037252903,0.9750000238418579,0.9153349995613098,0.25119099020957947,0.9750000238418579,0.02570120058953762,0.25119099020957947,0.9750000238418579
m1446.ply,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.15990400314331055,0.02500000037252903,0.02500000037252903,0.15990400314331055,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.24461199343204498,0.9750000238418579,0.02500000037252903,0.24461199343204498,0.9750000238418579,0.15990400314331055,0.24461199343204498,0.02500000037252903,0.15990400314331055,0.24461199343204498
m1320.ply,0.02500000037252903,0.02500000037252903,0.025012100115418434,0.7627130150794983,0.02500000037252903,0.025012100115418434,0.7627130150794983,0.31256601214408875,0.025012100115418434,0.02500000037252903,0.31256601214408875,0.025012100115418434,0.02500000037252903,0.02500000037252903,0.9747905135154724,0.7627130150794983,0.02500000037252903,0.9747905135154724,0.7627130150794983,0.31256601214408875,0.9747905135154724,0.02500000037252903,0.31256601214408875,0.9747905135154724
m1334.ply,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.8155390024185181,0.02500000037252903,0.02500000037252903,0.8155390024185181,0.2724060118198395,0.02500000037252903,0.02500000037252903,0.2724060118198395,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.8155390024185181,0.02500000037252903,0.9750000238418579,0.8155390024185181,0.2724060118198395,0.9750000238418579,0.02500000037252903,0.2724060118198395,0.9750000238418579
m1452.ply,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.603551983833313,0.02500000037252903,0.02500000037252903,0.603551983833313,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.15859299898147583,0.603551983833313,0.02500000037252903,0.15859299898147583,0.603551983833313,0.9750000238418579,0.15859299898147583,0.02500000037252903,0.9750000238418579,0.15859299898147583
m1485.ply,0.0251327995210886,0.025653399527072906,0.026036199182271957,0.42204350233078003,0.025653399527072906,0.026036199182271957,0.42204350233078003,0.456835001707077,0.026036199182271957,0.0251327995210886,0.456835001707077,0.026036199182271957,0.0251327995210886,0.025653399527072906,0.9749990105628967,0.42204350233078003,0.025653399527072906,0.9749990105628967,0.42204350233078003,0.456835001707077,0.9749990105628967,0.0251327995210886,0.456835001707077,0.9749990105628967
m1491.ply,0.028195500373840332,0.026032300665974617,0.03224654868245125,0.5285410284996033,0.026032300665974617,0.03224654868245125,0.5285410284996033,0.46441850066185,0.03224654868245125,0.028195500373840332,0.46441850066185,0.03224654868245125,0.028195500373840332,0.026032300665974617,0.9750000238418579,0.5285410284996033,0.026032300665974617,0.9750000238418579,0.5285410284996033,0.46441850066185,0.9750000238418579,0.028195500373840332,0.46441850066185,0.9750000238418579
m1122.ply,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.9357200264930725,0.02500000037252903,0.02500000037252903,0.9357200264930725,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.30451899766921997,0.9357200264930725,0.02500000037252903,0.30451899766921997,0.9357200264930725,0.9750000238418579,0.30451899766921997,0.02500000037252903,0.9750000238418579,0.30451899766921997
m1136.ply,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.5591080188751221,0.02500000037252903,0.02500000037252903,0.5591080188751221,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.23333300650119781,0.5591080188751221,0.02500000037252903,0.23333300650119781,0.5591080188751221,0.9750000238418579,0.23333300650119781,0.02500000037252903,0.9750000238418579,0.23333300650119781
m1268.ply,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.571528971195221,0.02500000037252903,0.02500000037252903,0.571528971195221,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.10552799701690674,0.571528971195221,0.02500000037252903,0.10552799701690674,0.571528971195221,0.9750000238418579,0.10552799701690674,0.02500000037252903,0.9750000238418579,0.10552799701690674
