mesh name,alignment_x,alignment_y,alignment_y
m1308.ply,0.002109858266644671,0.0014195740679159852,0.10061655454193998
m1446.ply,0.9997005758985332,0.02792709986734424,0.027915649327081533
m1320.ply,0.015894246484036194,0.9933692395716432,0.017058186492227324
m1334.ply,0.004426299501745347,0.0022408299767170286,0.01589722456646764
m1452.ply,0.22818078958807572,0.22818906900077765,0.9999312175231924
m1485.ply,0.05158700881115288,0.032631329695706,0.0885456005723261
m1491.ply,0.07341623410988705,0.09106897261521624,0.09371791597389963
m1122.ply,0.9983851109012929,0.9983181080137382,0.9967137852307505
m1136.ply,0.9999831417054241,0.9999999972349412,0.9999831444695348
m1268.ply,0.00949167519862173,0.009505227698154366,0.9985734569741553
m1532.ply,0.0020006082933238254,0.0005845721178007193,0.016992887075893026
m1254.ply,0.06247993494614474,0.0018389871970096242,0.0007545025391285857
m1240.ply,8.062395726169514e-08,4.108964043560183e-08,0.0021556030250007388
m1526.ply,2.6977878022018186e-06,0.000700046533612857,0.010783191589775261
m1297.ply,7.674576138316833e-06,1.250106089126695e-05,0.9999510364985903
m1283.ply,4.7352147828279e-17,3.7314832390166676e-17,0.9857782912344425
m1282.ply,0.999321509312472,1.0,0.9993215093124721
m1296.ply,7.928540708877233e-18,6.159648816136107e-18,0.999651810009249
m737.ply,0.0005585911853575739,0.9491009216167464,0.0007997805038150332
m1241.ply,0.9996600303990093,0.9999999007500472,0.9996601278958257
m1527.ply,0.761056869409004,0.13774954553708166,0.1223975189452439
m1533.ply,0.0008669663632223841,0.008679080985595401,0.018542227826756172
m1255.ply,0.9997153600767952,0.0020543105128893835,0.0020400482985960975
m1269.ply,0.00033073701393288496,0.0003310245296233612,0.9997370738921991
m1137.ply,0.003824558703881306,0.0038242181335582906,0.9995908822435744
m1123.ply,0.9915402294861122,0.9999996640809474,0.9915404726175099
m1490.ply,0.9993480583117459,0.9990638184794719,0.9996955399652856
m1484.ply,0.004854618865514248,0.9976412442007297,0.003875012132851351
m1335.ply,1.3244225087102303e-07,6.297243286776616e-07,0.10160527508592246
m1453.ply,0.0043607837399707835,0.9965974165129272,0.002277281560671945
m1447.ply,0.00031704820310580545,0.9998406099840438,0.0004749183500567706
m1321.ply,0.012522534264724557,0.9945884944667668,0.014203208744061247
m1309.ply,0.9939757445005742,0.9932462289388725,0.9970834716744502
m1479.ply,0.9796360267438108,0.9798959097917278,0.9995576551217972
m1451.ply,3.075081301320837e-05,0.09508652988369569,0.00015915593276610287
m1337.ply,0.0013793324157051826,0.0016292740861793419,0.8628295881137955
m1323.ply,0.011626797331759637,0.9863686693513858,0.012725220635398986
m1445.ply,0.9987417285343948,0.08833565258801383,0.08947342262659841
m1492.ply,0.031944283540287076,0.20064225696208388,0.21369863287844834
m1486.ply,0.0018258069931008372,0.007706669890512564,0.0814136767963187
m1135.ply,0.00029230569849232754,0.0002919241515633376,0.9999798368762761
m1121.ply,0.9959020341586872,0.9998920029759305,0.995799432288406
m1519.ply,0.0026655512964998684,0.0008688389089828255,0.011771841863214833
m1525.ply,0.000954826087333767,0.0009544591393553167,0.9998113990506787
m1243.ply,7.123680942355734e-06,0.0002455975696198547,0.02217332239697573
m1257.ply,0.028718240023646875,0.028718981009426825,0.9999992150334399
m1531.ply,0.9997786605254741,0.0008205887854988895,0.0008212533463418087
m1280.ply,0.019426746062274007,0.019854980583966134,0.9838024882569315
m1294.ply,0.0007255523427311365,0.0007252496125723651,0.9999993802808661
m1295.ply,0.0003133241472224464,0.00031332733886576397,0.9999999605403909
m1281.ply,0.996422489948547,0.9999955278092144,0.9964269344523826
m1256.ply,0.028169714278055254,0.0007201211849904127,0.0017697738061795453
m1530.ply,0.9998749815674505,3.1618665239721075e-06,4.815467855376577e-07
m1524.ply,3.584478261397462e-05,0.00029626951745247366,0.032373584045369205
m1242.ply,0.9999829386341776,0.9999999999999996,0.9999829386341779
m1518.ply,1.3714285875443778e-05,0.0011484479271008747,0.019820291784377
m1120.ply,0.11933807459143421,0.01733101707197733,0.1442876187134722
m1134.ply,0.00018597858136280325,0.00018638051234687458,0.9991280010683584
m1487.ply,0.002821922918009758,0.0015520685386376074,0.008503426361436183
m1493.ply,0.07469389599134711,0.09085261392991423,0.09775781731849827
m1322.ply,0.0012989799280801288,0.0012646673425101007,0.9974461111494553
m1444.ply,0.0014631400806168113,0.99214193181666,0.005663618434502267
m1450.ply,7.900906446511494e-07,0.9941975845814232,1.8373579794208332e-06
m1336.ply,0.05151135920861093,0.053088074987441,0.0393136851173973
m1478.ply,0.9913895761701566,0.9913165115475209,0.9998550285621945
m1332.ply,0.013670919778379588,0.10142112739660059,0.0653495777815673
m1454.ply,0.0001815693033004138,0.9890508095656813,0.0008377716187218478
m1440.ply,0.9994857243002692,0.5198299876651203,0.5203151491092457
m1326.ply,0.988598383053199,0.015642067332642742,0.020297507913317064
m1468.ply,0.9999161749779485,0.9999734000109188,0.9998895858196973
m1497.ply,0.9978303262890917,0.0005308391850923203,0.0004923764996791522
m1483.ply,0.04806331804268261,0.9843367643505209,0.032420168208024146
m1130.ply,0.9998871897591258,0.1651847344388986,0.16525545594593008
m1124.ply,0.9998575573789645,0.9999502104171141,0.999907210578612
m1118.ply,0.9999983489424799,0.15905842653878957,0.15905810353509514
m1246.ply,3.8970739615526195e-08,2.3582043953329642e-07,0.02723457399482477
m1520.ply,0.003428547171446826,0.003464208057810032,0.9993834059833702
m1534.ply,6.232220649465788e-05,0.0019914384042667974,0.001976081375991247
m1252.ply,0.9999084131798196,0.9999933841974086,0.9999119924513906
m1508.ply,0.999959726862248,1.985870557250882e-05,2.303156870402748e-06
m1285.ply,0.01614745398661006,0.12712025163490479,0.3160195572859628
m1291.ply,0.004224061634932564,0.004226793428161335,0.999860471430408
m1290.ply,0.0009778231518380491,0.0009780528141787475,0.9988475948259578
m1284.ply,0.9899497761720012,0.0014428070822864838,0.0011620677371738065
m1509.ply,0.0008420448827386488,0.00043360624748304915,0.03777920277502609
m1535.ply,0.0004800846404586566,0.017477268769603403,0.005955047622079243
m1253.ply,0.9993687912397068,0.999999494995779,0.9993691908079014
m1247.ply,0.0034329595231643436,0.0029725417951021837,0.08150550724682397
m1521.ply,0.0010401110989043448,0.00011339215074240128,0.03113107712867755
m1119.ply,0.9999494967471146,0.10575175958407419,0.10579051693015515
m1125.ply,0.0010922296360311432,0.001083205087047794,0.9996557327897023
m1131.ply,0.9981518414282392,0.9999984425426162,0.9981533663409489
m1482.ply,0.9979211795926171,0.009486747279262308,0.009529005408920953
m1496.ply,0.002231415083419494,0.00196484094164129,0.007254975789172715
m1469.ply,4.1037493250295494e-05,0.9973862239483839,3.589564422407099e-05
m1441.ply,0.9961895500640292,0.9960895632274683,0.9998998707337564
m1327.ply,0.015811894843742492,0.11395370700187109,0.009176447680679954
m1333.ply,0.004409906857238299,0.0006422978783689527,0.012517602557745542
m1455.ply,0.0013362432784344693,0.9801652457263729,0.00033817446787753896
m1325.ply,0.030005029841932106,0.03270280597281161,0.9893794134496994
m1443.ply,0.0002809370516829584,0.9993904157733123,0.0003105683365012663
m1457.ply,0.007008382016669092,0.9996882299130511,0.007319965154796779
m1331.ply,0.9988424419939914,0.007955071933764334,0.007755733529422415
m1319.ply,0.995356913953037,0.9999959316574234,0.9953606367539335
m1480.ply,0.032714870326589617,0.974501206504773,0.02220564500210827
m1494.ply,0.04469086148090328,0.06852944137144307,0.031958933596629595
m1127.ply,0.9997573481671834,0.9999999994759654,0.9997573486681348
m1133.ply,0.9987457581158338,0.9999999895337954,0.9987457627402337
m1251.ply,0.002844694454103376,0.024409910462086275,0.07123540190025338
m1537.ply,2.4826639287753638e-06,5.642074208600018e-09,0.037361501467593594
m1523.ply,0.9997774279056209,0.36220701365272073,0.36212609001901375
m1245.ply,1.2650042589167617e-07,2.488637513750517e-06,0.10964414883880616
m1279.ply,0.000543270763580084,0.0005445388852492529,0.9996213255908536
m1292.ply,0.04802054192649241,0.04802333688720745,0.9996676877595906
m1286.ply,0.9969644483971716,0.9999996848775001,0.9969647595215583
m1287.ply,0.0005171096230042429,0.0005170569979818338,0.9997120140609784
m1293.ply,8.885493452515038e-05,0.00017635123636511153,0.9994983150620264
m1278.ply,0.9983213243517508,0.9999999983021823,0.9983213243909695
m1522.ply,0.012288731164715462,0.001637123987807552,0.008878886973598217
m1244.ply,7.922620126896209e-08,6.244996847545163e-07,0.029626706088013263
m1250.ply,0.9876128896279398,0.007542007281337763,0.007357081533664579
m1536.ply,0.5095560336420116,0.08528594553943182,0.0009240577880603326
m1132.ply,0.9998347110035005,0.9999999967536661,0.9998347142358408
m1126.ply,0.9998155746095452,0.9999999731408091,0.9998155891993207
m1495.ply,0.9997671345595289,0.9999999105497228,0.9997670453024722
m1481.ply,0.00022104203554776015,0.9998470710162782,0.00022040517586576026
m1318.ply,0.9955401922200837,0.9999999662845545,0.9955401586060788
m1456.ply,0.026667043826642995,0.026667043815251458,0.9999999997941627
m1330.ply,0.019959560316168034,0.9931349122750102,0.01752151757363091
m1324.ply,0.0003863268399908459,0.9838335162111552,0.00035448470633353703
m1442.ply,0.0006606547642282416,0.9998231886270657,0.0007652760788386878
m1419.ply,0.9999852317322929,0.9999999980243479,0.9999852336857004
m1343.ply,3.2925655649502805e-07,3.10656425747133e-07,1.1326718123721592e-11
m1425.ply,0.009690269118655451,0.004961015689598657,0.027214993399446327
m1431.ply,0.9993235468881366,0.9993235468839315,0.9999999999957945
m1357.ply,0.9994253854369332,0.0002583650383576547,0.00030844669709830603
m1380.ply,0.9999999997718905,0.004069869203847032,0.004069869251703137
m1394.ply,0.4770590713065247,0.9964929016770618,0.48012343133644036
m1169.ply,0.002844694454103376,0.024409910462086275,0.07123540190025338
m1141.ply,0.9999999575819762,0.009082914483426097,0.009082905505639897
m1155.ply,6.283034308052412e-05,0.00020374798149409097,0.210895330907388
m1182.ply,0.6936202184537571,0.6962428309054608,0.9970660465264528
m1196.ply,0.9999451279003709,0.99999999999998,0.9999451279003909
m1579.ply,0.005223963830634506,0.8392392549584832,0.0008287631047288014
m1237.ply,4.185719660287149e-08,2.6880250803073486e-08,0.07026881100144701
m1551.ply,0.9995516588201168,0.018930195897947658,0.01907940691709754
m1545.ply,0.9998522803858011,0.010682758117458101,0.010638014078804417
m1223.ply,2.6305804010085407e-05,5.394253951835014e-08,0.0015618730665734489
m1586.ply,0.034533815678519555,0.04167183734979048,0.09556467629490974
m1587.ply,0.004961733708107618,0.9998540432758508,0.004879818420716117
m740.ply,0.07838705761698765,0.0783873333484846,0.9999993802399809
m1544.ply,0.0071685514697631784,0.005896043944263638,0.005849673838806714
m1222.ply,0.9999214597235724,0.9999818615095184,0.9999037698431444
m1236.ply,0.0047684316345578915,0.000626118353642609,0.006059940438006238
m1550.ply,0.00026607991430878825,3.2708502370814815e-05,0.036406189456451306
m1578.ply,0.01105163203971003,0.998100289590468,0.010567047481993322
m1197.ply,5.0666648222179826e-08,1.31481531872798e-07,0.02748782550720037
m1183.ply,0.999866134992144,0.9999999999999987,0.9998661349921436
m1154.ply,0.0005959006507247834,0.00016537351998341068,0.05736365972764939
m1140.ply,0.9999996723395458,0.08984182377667131,0.08984179792485668
m1168.ply,0.01876853648511741,0.011594256009793316,0.01626968527977752
m1395.ply,0.05732440697894374,0.03190846866579309,0.03433128350503194
m1381.ply,0.6299064481755278,0.008707620479632815,0.004132602657479617
m1430.ply,0.9999431471251735,0.9999431471161385,0.9999999999898852
m1356.ply,0.9097823964599377,0.47056141412257485,0.49806908862855415
m1342.ply,0.0603678276636786,0.027851904270495675,0.17152846194078814
m1424.ply,0.998293165455864,0.000539634318975849,0.0006013283522464769
m1418.ply,0.009933926828117823,0.05956073714689096,0.0629699491974277
m1368.ply,0.000991315045277552,0.003095452613907896,0.0012477457548938204
m1354.ply,0.9950669658529843,0.051790344449667715,0.05079310285323692
m1432.ply,0.9987871220084555,0.9987867534222393,0.9999995240857913
