mesh name,category,area,compactness,AABB_volume,diameter,eccentricity,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,A3_23,A3_24,A3_25,A3_26,A3_27,A3_28,A3_29,A3_30,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D1_30,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D2_30,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D3_30,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29,D4_30
m534.ply,liquid_container,1.106683958791901,-0.10876567386164492,-0.3780645282447076,0.09046945361363841,-0.3609618894866061,0.0119999999999999,0.0318461538461541,0.0412307692307701,0.0535384615384614,0.0646153846153801,0.0675384615384606,0.0736923076923159,0.0749230769230853,0.0687692307692384,0.0609230769230837,0.0633846153846224,0.0516923076923134,0.0566153846153909,0.0440000000000049,0.0421538461538508,0.0327692307692344,0.0298461538461571,0.0255384615384643,0.0235384615384641,0.0181538461538481,0.0121538461538475,0.0141538461538477,0.0100000000000011,0.0103076923076934,0.0053846153846159,0.0036923076923081,0.0040000000000004,0.0016923076923078,0.0012307692307693,0.0006153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958461538461552,0.1810769230769181,0.1249230769230909,0.1069230769230888,0.0930769230769335,0.1255384615384756,0.1238461538461677,0.0538461538461598,0.0270769230769261,0.0264615384615414,0.0281538461538493,0.0132307692307706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044615384615384,0.0189230769230769,0.0244615384615388,0.0350769230769238,0.0543076923076923,0.0699999999999952,0.0764615384615393,0.0938461538461643,0.1047692307692425,0.1092307692307814,0.1204615384615519,0.088153846153856,0.0595384615384682,0.0375384615384657,0.0327692307692344,0.0286153846153878,0.0224615384615409,0.0133846153846168,0.0046153846153851,0.0009230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003076923076923,0.0058461538461538,0.0106153846153846,0.0269230769230771,0.0381538461538469,0.054923076923077,0.0766153846153793,0.0935384615384654,0.1075384615384735,0.1258461538461679,0.1207692307692442,0.1149230769230897,0.0927692307692411,0.0564615384615447,0.0390769230769274,0.024307692307695,0.0100000000000011,0.0013846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024615384615384,0.0126153846153846,0.0301538461538464,0.0510769230769241,0.0736923076923052,0.0896923076923033,0.112461538461551,0.1224615384615521,0.1216923076923213,0.1186153846153978,0.0975384615384724,0.0787692307692395,0.0478461538461592,0.0278461538461569,0.0093846153846164,0.0032307692307695,0.0004615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m535.ply,liquid_container,-0.007392898703884166,-0.20137518445694402,-0.6046135343242177,0.46164048338147073,-0.3338986794464127,0.0115384615384615,0.0310769230769233,0.0395384615384623,0.0503076923076927,0.062307692307688,0.0699999999999978,0.0753846153846238,0.0703076923077001,0.0689230769230846,0.0658461538461612,0.0624615384615454,0.0586153846153911,0.0592307692307758,0.0418461538461585,0.0427692307692355,0.0375384615384657,0.031538461538465,0.026153846153849,0.0212307692307716,0.0156923076923094,0.0143076923076939,0.0103076923076934,0.0101538461538472,0.0075384615384623,0.0046153846153851,0.0053846153846159,0.0024615384615387,0.000923076923077,0.0015384615384617,0.0004615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247692307692259,0.2386153846154067,0.2496923076923356,0.0483076923076977,0.0430769230769279,0.0449230769230819,0.0435384615384664,0.0456923076923128,0.0244615384615412,0.0323076923076959,0.004615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058461538461538,0.0139999999999999,0.0289230769230772,0.0381538461538469,0.057538461538461,0.0679999999999953,0.082615384615387,0.0955384615384722,0.108000000000012,0.1123076923077048,0.1201538461538596,0.0941538461538566,0.054000000000006,0.0407692307692353,0.0284615384615416,0.0216923076923101,0.0110769230769243,0.0103076923076934,0.0056923076923083,0.0024615384615387,0.0003076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003076923076923,0.007076923076923,0.0118461538461538,0.0264615384615387,0.0393846153846162,0.0612307692307686,0.0852307692307633,0.0918461538461608,0.1092307692307814,0.1267692307692449,0.1309230769230915,0.1236923076923215,0.0892307692307792,0.049538461538467,0.0267692307692337,0.0147692307692324,0.0046153846153851,0.001076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013846153846153,0.015076923076923,0.0295384615384618,0.0521538461538472,0.0710769230769206,0.0992307692307657,0.1090769230769352,0.1269230769230911,0.1327692307692456,0.118769230769244,0.1018461538461652,0.072923076923085,0.0450769230769281,0.0175384615384635,0.0055384615384621,0.000923076923077,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m521.ply,liquid_container,0.5474975262116253,-0.2771565833164369,0.5092604893818046,-0.05321957861214034,-0.3717611615939884,0.0101538461538461,0.0250769230769231,0.03723076923077,0.0523076923076934,0.0589230769230729,0.0653846153846109,0.0700000000000076,0.0715384615384695,0.0707692307692386,0.0724615384615465,0.0726153846153927,0.0675384615384691,0.0595384615384682,0.0538461538461598,0.0429230769230817,0.0403076923076968,0.029692307692311,0.0249230769230797,0.0201538461538484,0.018000000000002,0.01446153846154,0.006307692307693,0.0056923076923083,0.0035384615384619,0.0023076923076925,0.0026153846153849,0.0012307692307693,0.0001538461538461,0.0003076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023076923076923,0.296153846153845,0.3001538461538797,0.2083076923077156,0.0781538461538549,0.0627692307692378,0.0501538461538517,0.0020000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052307692307692,0.0144615384615384,0.0220000000000002,0.028461538461539,0.0384615384615392,0.045692307692306,0.0524615384615348,0.0550769230769214,0.0683076923076999,0.0767692307692393,0.0821538461538553,0.0884615384615483,0.1043076923077039,0.1312307692307839,0.0947692307692413,0.0513846153846211,0.0303076923076957,0.0092307692307702,0.0012307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004615384615384,0.0032307692307692,0.0072307692307692,0.0164615384615384,0.0252307692307696,0.0366153846153854,0.0496923076923075,0.0599999999999958,0.0678461538461522,0.0872307692307789,0.0866153846153943,0.0972307692307801,0.0976923076923186,0.1026153846153961,0.1001538461538573,0.0853846153846249,0.0544615384615445,0.0195384615384637,0.0023076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384615384615,0.007076923076923,0.0169230769230769,0.0333846153846159,0.0501538461538472,0.0589230769230743,0.0824615384615329,0.096307692307703,0.0964615384615492,0.1030769230769346,0.0915384615384717,0.0976923076923186,0.0821538461538553,0.072000000000008,0.0500000000000055,0.0340000000000038,0.0201538461538484,0.0055384615384621,0.0006153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m537.ply,liquid_container,0.0607235625041698,-0.2770443481643788,1.057697893972552,-0.249772772930258,-0.32493200655162574,0.0159999999999999,0.0378461538461543,0.0546153846153857,0.0639999999999971,0.0695384615384567,0.0632307692307748,0.0730769230769312,0.064769230769238,0.0607692307692375,0.0547692307692369,0.0541538461538522,0.0516923076923134,0.047692307692313,0.0475384615384668,0.0390769230769274,0.0338461538461576,0.0286153846153878,0.0236923076923103,0.0227692307692333,0.0209230769230792,0.01446153846154,0.0149230769230785,0.0132307692307707,0.0086153846153855,0.0064615384615391,0.0067692307692315,0.0021538461538463,0.0036923076923081,0.0007692307692308,0.0003076923076922,0.0038461538461538,0.0055384615384615,0.0047692307692307,0.0056923076923076,0.0052307692307692,0.0058461538461538,0.0064615384615385,0.1678461538461502,0.1567692307692402,0.1036923076923193,0.0975384615384724,0.0695384615384693,0.0804615384615474,0.1443076923077084,0.0553846153846215,0.0203076923076945,0.0201538461538484,0.0316923076923112,0.0149230769230784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047692307692307,0.0193846153846153,0.0346153846153852,0.0481538461538471,0.0658461538461509,0.0870769230769188,0.0850769230769326,0.0956923076923184,0.1020000000000114,0.1078461538461659,0.0886153846153945,0.0660000000000073,0.0518461538461596,0.0393846153846197,0.0283076923076954,0.0244615384615412,0.0215384615384639,0.0178461538461558,0.0109230769230781,0.0006153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004615384615384,0.0047692307692307,0.0152307692307692,0.0336923076923081,0.0547692307692319,0.0703076923076889,0.1012307692307677,0.1170769230769361,0.1233846153846291,0.123230769230783,0.1141538461538589,0.098923076923088,0.0649230769230841,0.0349230769230808,0.0240000000000026,0.0129230769230783,0.0049230769230774,0.001076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0159999999999999,0.0380000000000005,0.0718461538461551,0.0952307692307627,0.1175384615384698,0.1329230769230918,0.1330769230769379,0.1261538461538602,0.1013846153846267,0.0813846153846244,0.046769230769236,0.0249230769230797,0.0096923076923087,0.002769230769231,0.0003076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m523.ply,liquid_container,-0.19015269668624513,-0.2746488523036261,0.8301495280290636,-0.6268976254793578,-0.31611939057695115,0.0244615384615384,0.0529230769230779,0.0687692307692303,0.0812307692307636,0.074769230769235,0.0669230769230844,0.0633846153846224,0.0512307692307749,0.0507692307692364,0.0426153846153893,0.0387692307692351,0.0400000000000044,0.0381538461538504,0.0301538461538495,0.0352307692307731,0.0281538461538493,0.0256923076923105,0.0273846153846184,0.0270769230769261,0.0258461538461567,0.0210769230769254,0.0186153846153867,0.0175384615384635,0.0118461538461551,0.012615384615386,0.0089230769230779,0.0076923076923085,0.0047692307692313,0.0023076923076925,0.001076923076923,0.0,0.0,0.0,0.0195384615384615,0.1147692307692321,0.1463076923076878,0.0929230769230873,0.0775384615384702,0.0756923076923161,0.0804615384615474,0.0709230769230848,0.0607692307692375,0.083692307692317,0.0569230769230832,0.0749230769230853,0.0455384615384665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095384615384615,0.0292307692307693,0.0524615384615395,0.0743076923076902,0.1084615384615353,0.1464615384615548,0.1138461538461665,0.0941538461538566,0.0804615384615474,0.0703076923077001,0.049538461538467,0.0436923076923125,0.036000000000004,0.0313846153846189,0.0238461538461565,0.0172307692307711,0.0129230769230783,0.0043076923076927,0.0018461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0159999999999999,0.0364615384615389,0.0595384615384628,0.1007692307692248,0.1383076923077014,0.1533846153846325,0.1489230769230936,0.1324615384615532,0.1075384615384735,0.0707692307692386,0.0266153846153875,0.0067692307692315,0.0004615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064615384615384,0.0347692307692309,0.0813846153846171,0.1198461538461458,0.1543076923077082,0.1776923076923275,0.1641538461538645,0.1375384615384769,0.0861538461538558,0.032461538461542,0.0050769230769236,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m522.ply,liquid_container,0.03792727123005983,-0.27718937580234293,1.8077051796828651,-0.3884692602694149,-0.21818390602626925,0.0109230769230769,0.0336923076923079,0.0478461538461548,0.0592307692307681,0.073076923076918,0.0684615384615415,0.070153846153854,0.0655384615384688,0.0636923076923148,0.0609230769230837,0.0630769230769301,0.0489230769230824,0.0515384615384673,0.0461538461538513,0.0407692307692353,0.0356923076923116,0.0338461538461576,0.0287692307692339,0.0235384615384641,0.018923076923079,0.0153846153846171,0.012615384615386,0.0101538461538472,0.006307692307693,0.0044615384615389,0.0020000000000002,0.0029230769230772,0.0010769230769231,0.0001538461538461,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201230769230766,0.1246153846153897,0.1000000000000111,0.0981538461538571,0.0860000000000096,0.1710769230769422,0.1083076923077044,0.0956923076923184,0.0149230769230784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069230769230769,0.0178461538461538,0.0301538461538466,0.0441538461538471,0.0593846153846136,0.0726153846153796,0.0907692307692375,0.1055384615384733,0.1336923076923226,0.101692307692319,0.0740000000000082,0.0633846153846224,0.05584615384616,0.0429230769230817,0.037846153846158,0.0330769230769267,0.018000000000002,0.0120000000000013,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012307692307692,0.005076923076923,0.0146153846153846,0.0303076923076927,0.0466153846153856,0.0544615384615371,0.0903076923076861,0.1075384615384722,0.1361538461538614,0.1292307692307837,0.1244615384615523,0.1087692307692429,0.0889230769230868,0.0506153846153902,0.0113846153846166,0.0003076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021538461538461,0.0133846153846153,0.0312307692307695,0.0544615384615396,0.0895384615384575,0.1143076923076944,0.1176923076923208,0.1393846153846309,0.1400000000000156,0.1150769230769359,0.0961538461538569,0.0615384615384684,0.0220000000000024,0.0030769230769233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m536.ply,liquid_container,-0.12640046449237893,-0.27720298844715247,1.137306100629395,0.026192621700141704,-0.35666874358427253,0.0178461538461538,0.040461538461539,0.0606153846153859,0.0764615384615337,0.0766153846153833,0.0718461538461618,0.0630769230769301,0.05584615384616,0.0529230769230828,0.0469230769230821,0.0452307692307742,0.0406153846153891,0.04138461538462,0.0380000000000042,0.0386153846153889,0.0381538461538504,0.0286153846153878,0.0270769230769261,0.0240000000000026,0.0240000000000026,0.0192307692307713,0.0176923076923096,0.0133846153846168,0.0110769230769243,0.0123076923076936,0.0064615384615391,0.0060000000000006,0.0024615384615387,0.002769230769231,0.0003076923076922,0.0,0.0,0.0,0.0,0.0,0.1258461538461558,0.0838461538461481,0.0730769230769239,0.0669230769230844,0.0623076923076992,0.0635384615384686,0.0644615384615456,0.0672307692307767,0.1010769230769343,0.1312307692307839,0.0896923076923177,0.0295384615384648,0.0412307692307737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007076923076923,0.0221538461538461,0.0309230769230775,0.0472307692307702,0.0646153846153817,0.0866153846153802,0.1030769230769346,0.1209230769230904,0.0870769230769328,0.0658461538461612,0.061230769230776,0.0618461538461607,0.044153846153851,0.0392307692307736,0.0409230769230815,0.0343076923076961,0.0309230769230803,0.0255384615384643,0.0206153846153869,0.0056923076923082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001538461538461,0.0069230769230769,0.021076923076923,0.0343076923076929,0.0561538461538473,0.0767692307692261,0.0978461538461549,0.1118461538461663,0.1243076923077062,0.1212307692307828,0.1073846153846274,0.0967692307692416,0.0767692307692393,0.0475384615384668,0.0170769230769249,0.0030769230769234,0.0007692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018461538461538,0.0176923076923076,0.040461538461539,0.0752307692307699,0.0995384615384547,0.11400000000001,0.1363076923077075,0.1469230769230933,0.1310769230769377,0.1123076923077048,0.0684615384615461,0.0407692307692353,0.0129230769230783,0.001846153846154,0.0004615384615385,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m532.ply,liquid_container,-0.34946448955939163,-0.27649791185165046,0.8042535309715907,-0.4979976374771262,-0.23446170133782898,0.0286153846153845,0.0601538461538473,0.0679999999999986,0.071999999999995,0.0647692307692341,0.0692307692307769,0.0596923076923143,0.0543076923076983,0.0470769230769283,0.0443076923076972,0.0452307692307742,0.0412307692307738,0.0383076923076965,0.0375384615384657,0.0316923076923112,0.029692307692311,0.0275384615384646,0.0280000000000031,0.0227692307692333,0.0241538461538488,0.0183076923076943,0.0166153846153864,0.0147692307692324,0.0150769230769247,0.0118461538461551,0.0100000000000011,0.0075384615384623,0.0052307692307698,0.0047692307692313,0.0015384615384615,0.0067692307692307,0.0106153846153846,0.0095384615384615,0.0096923076923078,0.0083076923076924,0.1939999999999939,0.1290769230769355,0.1064615384615503,0.0886153846153945,0.0873846153846251,0.0806153846153936,0.0649230769230841,0.0500000000000055,0.0561538461538524,0.0196923076923098,0.024307692307695,0.0327692307692344,0.0210769230769253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087692307692307,0.0326153846153848,0.0595384615384628,0.0898461538461498,0.105846153846155,0.1089230769230891,0.1206153846153981,0.1152307692307821,0.0858461538461634,0.058461538461545,0.0452307692307742,0.0416923076923123,0.0367692307692348,0.0292307692307725,0.0229230769230794,0.0158461538461556,0.0123076923076936,0.00723076923077,0.0030769230769233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0155384615384615,0.0406153846153851,0.0764615384615392,0.1104615384615309,0.1436923076923228,0.1561538461538636,0.1383076923077077,0.1227692307692445,0.0860000000000096,0.0512307692307749,0.0320000000000035,0.0204615384615407,0.0043076923076926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066153846153846,0.0378461538461541,0.0855384615384629,0.1278461538461465,0.1684615384615573,0.1876923076923287,0.1598461538461717,0.1092307692307814,0.0706153846153925,0.0321538461538497,0.0113846153846166,0.0026153846153849,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m526.ply,liquid_container,0.011066831520711846,-0.2775036416522742,1.0936642350906716,-0.561969403612416,-0.37030894474248655,0.0099999999999999,0.0270769230769231,0.0433846153846163,0.0533846153846157,0.0624615384615341,0.0678461538461517,0.0758461538461623,0.0718461538461618,0.0735384615384697,0.0678461538461614,0.0636923076923148,0.0563076923076986,0.0510769230769287,0.0443076923076972,0.0395384615384659,0.037846153846158,0.0332307692307729,0.0256923076923105,0.0230769230769256,0.018923076923079,0.0118461538461551,0.0109230769230781,0.0086153846153855,0.0067692307692315,0.0049230769230774,0.0053846153846159,0.0015384615384617,0.0015384615384617,0.000923076923077,0.0006153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0233846153846153,0.1049230769230787,0.1346153846153777,0.152000000000017,0.141230769230785,0.1318461538461686,0.1087692307692429,0.0947692307692413,0.0809230769230859,0.0253846153846182,0.0021538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052307692307692,0.0166153846153846,0.0289230769230773,0.0444615384615394,0.0564615384615372,0.0715384615384566,0.0786153846153885,0.0926153846153949,0.1195384615384749,0.1127692307692433,0.1027692307692422,0.0860000000000096,0.0746153846153929,0.0452307692307742,0.0316923076923112,0.0221538461538486,0.0089230769230779,0.0016923076923078,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009230769230769,0.005076923076923,0.0126153846153846,0.031692307692308,0.0423076923076932,0.0556923076923068,0.0796923076923022,0.1020000000000074,0.1198461538461672,0.1275384615384758,0.1310769230769377,0.1135384615384742,0.0840000000000094,0.0500000000000055,0.0229230769230794,0.0123076923076936,0.0070769230769238,0.0013846153846155,0.0003076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023076923076923,0.0126153846153846,0.0310769230769233,0.0532307692307703,0.0763076923076894,0.1013846153846133,0.1192307692307825,0.1207692307692442,0.1383076923077077,0.1161538461538591,0.0983076923077033,0.0676923076923152,0.0392307692307736,0.0176923076923096,0.0053846153846159,0.0003076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m527.ply,liquid_container,0.4280851401196894,-0.27763097336324993,0.7987385789996635,-0.3352821748812175,-0.38033917306064174,0.0096923076923076,0.0304615384615386,0.040153846153847,0.0496923076923083,0.0610769230769188,0.0630769230769195,0.0706153846153925,0.071076923076931,0.0770769230769317,0.0658461538461612,0.0667692307692382,0.0607692307692375,0.0621538461538531,0.0527692307692366,0.0455384615384666,0.0361538461538502,0.0329230769230806,0.024307692307695,0.0195384615384637,0.0167692307692326,0.0106153846153858,0.0092307692307702,0.0069230769230776,0.0055384615384621,0.0036923076923081,0.0023076923076925,0.002769230769231,0.0010769230769231,0.0006153846153846,0.0007692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323076923076938,0.1210769230769154,0.1292307692307837,0.1429230769230929,0.1547692307692481,0.175384615384635,0.0681538461538537,0.0681538461538537,0.0080000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046153846153846,0.0126153846153846,0.0235384615384617,0.0287692307692313,0.0383076923076931,0.0453846153846138,0.061230769230765,0.0720000000000016,0.0795384615384704,0.0875384615384713,0.0806153846153936,0.0880000000000098,0.0873846153846251,0.0970769230769339,0.0876923076923175,0.0469230769230821,0.036000000000004,0.0173846153846173,0.0053846153846158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004615384615384,0.0036923076923076,0.0078461538461538,0.013076923076923,0.0264615384615388,0.0386153846153854,0.0495384615384612,0.0690769230769183,0.0840000000000019,0.0853846153846249,0.0940000000000105,0.1055384615384733,0.1127692307692433,0.099846153846165,0.08276923076924,0.0564615384615447,0.0338461538461576,0.0220000000000024,0.011692307692309,0.0029230769230771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016923076923076,0.0087692307692307,0.0179999999999999,0.0335384615384622,0.0486153846153856,0.0767692307692268,0.0801538461538438,0.094461538461549,0.1030769230769346,0.1096923076923199,0.0980000000000109,0.0969230769230877,0.0792307692307781,0.0607692307692375,0.0463076923076974,0.0227692307692333,0.0141538461538477,0.0061538461538468,0.0007692307692308,0.000153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
